,GENENAME,GENEID,PROTEINID,TXBIOTYPE,chemical,protein,experimental,prediction,database,textmining,combined_score,CIDs,Source,ID,pref_name,max_phase,molecule_type,first_approval,mechanism_of_action,action_type,synonyms
60,JUN,ENSG00000177606,ENSP00000360266,protein_coding,CIDm00000450,9606.ENSP00000360266,0,0,700,367,804,CIDs00005757,ChEMBL,CHEMBL135,ESTRADIOL,4,Small molecule,1975,Estrogen receptor alpha agonist,AGONIST,Estradiol | Estradiol hemihydrate | Agofollin | Alfatradiol | Depo-Estradiol | Destradiol | Dihydrotheelin | Dihydroxyestrin | Estrasorb | Gynergon | Gynoestryl | Oestradiol | NSC-20293 | NSC-9895 | WC-3011 | WC3011 | Adgyn estro | Alora | Aquagen | Bedol | Climara | Climara Pro | Dermestril 100 | Dermestril 25 | Dermestril 50 | Dermestril septem 25 | Dermestril septem 50 | Dermestril septem 75 | Divigel | E-Cypionate | Elestrim | Elestrin | Elleste solo | Elleste solo mx 40 | Elleste solo mx 80 | Esclim | Estrace | Estraderm | Estraderm mx 100 | Estraderm mx 25 | Estraderm mx 50 | Estraderm mx 75 | Estraderm tts 100 | Estraderm tts 25 | Estraderm tts 50 | Estring | Estrogel | Evamist | Evorel 100 | Evorel 25 | Evorel 50 | Evorel 75 | Fematrix 40 | Fematrix 80 | Fempatch | Femseven 100 | Femseven 50 | Femseven 75 | Gvnodiol | Gynodiol | Gynogen | Imvexxy | Innofem | Menorest 37.5 | Menorest 50 | Menorest 75 | Menoring 50 | Menostar | Minivelle | Progynova ts | Sandrena | Vagifem | Vagifem 18 | Vagifem 8 | Vivelle | Vivelle-dot | Zumenon
61,SMAD3,ENSG00000166949,ENSP00000332973,protein_coding,CIDm00005538,9606.ENSP00000332973,0,0,700,341,796,CIDs00444795,ChEMBL,CHEMBL38,TRETINOIN,4,Small molecule,1971,Retinoic acid receptor agonist,AGONIST,Tretinoin | Retinoic acid | NSC-122758 | Acticin | Altreno | Atralin | Avita | Renova | Retin-a | Retin-a micro | Retin-a-micro | Tretin-X | Vesanoid
62,SMAD3,ENSG00000166949,ENSP00000332973,protein_coding,CIDm00005538,9606.ENSP00000332973,0,0,700,341,796,CIDs05282379,ChEMBL,CHEMBL547,ISOTRETINOIN,4,Small molecule,1982,Retinoic acid receptor agonist,AGONIST,Isotretinoin | Retinoic acid 13-cis-form | 13 Cis-Retinoic Acid | PAT-001 | RO 4-3780 | RO-4-3780 | RO-43780 | Absorica | Absorica ld | Accutane | Amnesteem | Claravis | Isotrex | Myorisan | Roaccutane | Sotret | Zenatane
63,SMAD3,ENSG00000166949,ENSP00000332973,protein_coding,CIDm00005538,9606.ENSP00000332973,0,0,700,341,796,CIDs00449171,ChEMBL,CHEMBL705,ALITRETINOIN,4,Small molecule,1999,Retinoid receptor agonist,AGONIST,Alitretinoin | Retinoic acid 9-cis-form | Panretin | AGN 192013 | AGN-192013 | ALRT-1057 | ALRT1057 | BAL-4079 | LG-100057 | LG100057 | LGD-1057 | LGD1057 | NSC-659772 | Toctino
64,SMAD3,ENSG00000166949,ENSP00000332973,protein_coding,CIDm00005376,9606.ENSP00000332973,0,0,700,119,727,CIDs02733525,ChEMBL,CHEMBL786,TAMOXIFEN CITRATE,4,Small molecule,1977,Estrogen receptor alpha modulator,MODULATOR,Tamoxifen citrate | I.C.I.46474 CITRATE | ICI 46,474 | ICI-46474 | Emblon | Fentamox 10 | Fentamox 20 | Kentadex | Kessar | Kessar 10 | Kessar 20 | Noltam | Nolvadex | Nolvadex d | Nolvadex fte | Oestrifen-10 | Oestrifen-20 | Oestrifen-40 | Soltamox | Tamofen | Zynoplex
65,SMAD3,ENSG00000166949,ENSP00000332973,protein_coding,CIDm00000784,9606.ENSP00000332973,0,0,700,828,947,CIDs00000784,ChEMBL,CHEMBL71595,HYDROGEN PEROXIDE,4,Small molecule,2017,Unknown,NA,Hydrogen peroxide | Hydrogen Peroxide | Oxydol | A-101 | NSC-19892 | Crystacide | Eskata | Hioxyl | Peroxyl
66,SMAD3,ENSG00000166949,ENSP00000332973,protein_coding,CIDm00000450,9606.ENSP00000332973,0,0,700,117,727,CIDs00005757,ChEMBL,CHEMBL135,ESTRADIOL,4,Small molecule,1975,Estrogen receptor alpha agonist,AGONIST,Estradiol | Estradiol hemihydrate | Agofollin | Alfatradiol | Depo-Estradiol | Destradiol | Dihydrotheelin | Dihydroxyestrin | Estrasorb | Gynergon | Gynoestryl | Oestradiol | NSC-20293 | NSC-9895 | WC-3011 | WC3011 | Adgyn estro | Alora | Aquagen | Bedol | Climara | Climara Pro | Dermestril 100 | Dermestril 25 | Dermestril 50 | Dermestril septem 25 | Dermestril septem 50 | Dermestril septem 75 | Divigel | E-Cypionate | Elestrim | Elestrin | Elleste solo | Elleste solo mx 40 | Elleste solo mx 80 | Esclim | Estrace | Estraderm | Estraderm mx 100 | Estraderm mx 25 | Estraderm mx 50 | Estraderm mx 75 | Estraderm tts 100 | Estraderm tts 25 | Estraderm tts 50 | Estring | Estrogel | Evamist | Evorel 100 | Evorel 25 | Evorel 50 | Evorel 75 | Fematrix 40 | Fematrix 80 | Fempatch | Femseven 100 | Femseven 50 | Femseven 75 | Gvnodiol | Gynodiol | Gynogen | Imvexxy | Innofem | Menorest 37.5 | Menorest 50 | Menorest 75 | Menoring 50 | Menostar | Minivelle | Progynova ts | Sandrena | Vagifem | Vagifem 18 | Vagifem 8 | Vivelle | Vivelle-dot | Zumenon
67,NFATC2,ENSG00000101096,ENSP00000379330,protein_coding,CIDm00005978,9606.ENSP00000379330,0,0,700,0,700,CIDs00005978,ChEMBL,CHEMBL501867,VINCRISTINE SULFATE,4,Small molecule,1963,Tubulin inhibitor,INHIBITOR,Vincristine sulfate | 37231 | LILLY-37231 | NSC-67574 | Kyocristine | Leurocristine Sulfate | Marqibo kit | Oncovin | Vincasar | Vincasar pfs | Vincrex | Vincristine sulfate pfs
68,NFATC2,ENSG00000101096,ENSP00000379330,protein_coding,CIDm00002909,9606.ENSP00000379330,0,0,900,850,984,CIDs05284373,ChEMBL,CHEMBL160,CYCLOSPORINE,4,Protein,1983,Cyclophilin A modulator,MODULATOR,Ciclosporin | Cyclosporine | Cyclosporin a | 27-400 | ANTIBIOTIC S-7481F1 | NSC-290193 | OL-27-400 | SANG-35 | SDZ-OXL-400 | Capimune | Capsorin | Cequa | Deximune | Gengraf | Ikervis | Neoral | Optimmune | Restasis | Restasis multidose | Sandimmun | Sandimmune | Sangcya | Vanquoral
69,ERG,ENSG00000157554,ENSP00000381891,protein_coding,CIDm00016886,9606.ENSP00000381891,0,0,700,0,700,CIDs00451668,ChEMBL,CHEMBL1201129,DECITABINE,4,Small molecule,2006,DNA (cytosine-5)-methyltransferase 3A inhibitor,INHIBITOR,Decitabine | DAC | NSC-127716 | Dacogen
70,ERG,ENSG00000157554,ENSP00000381891,protein_coding,CIDm00016886,9606.ENSP00000381891,0,0,700,0,700,CIDs00451668,ChEMBL,CHEMBL1201129,DECITABINE,4,Small molecule,2006,DNA (cytosine-5)-methyltransferase 1 inhibitor,INHIBITOR,Decitabine | DAC | NSC-127716 | Dacogen
71,ERG,ENSG00000157554,ENSP00000381891,protein_coding,CIDm00016886,9606.ENSP00000381891,0,0,700,0,700,CIDs00451668,ChEMBL,CHEMBL1201129,DECITABINE,4,Small molecule,2006,DNA inhibitor,INHIBITOR,Decitabine | DAC | NSC-127716 | Dacogen
72,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm09925763,9606.ENSP00000206249,800,0,800,0,958,CIDs10286159,ChEMBL,CHEMBL278703,ERTEBEREL,2,Small molecule,NA,Estrogen receptor beta agonist,AGONIST,Erteberel | LY-500307 | LY500307
73,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00535161,9606.ENSP00000206249,0,0,800,110,816,CIDs00656583,ChEMBL,CHEMBL1200907,TRILOSTANE,4,Small molecule,1984,3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type II inhibitor,INHIBITOR,Trilostane | WIN 24,540 | WIN-24540 | Modrastane | Modrenal
74,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00216416,9606.ENSP00000206249,800,0,800,254,968,CIDs00216416,ChEMBL,CHEMBL328190,LASOFOXIFENE,4,Small molecule,NA,Estrogen receptor modulator,MODULATOR,Lasofoxifene
75,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00208908,9606.ENSP00000206249,0,0,700,885,964,CIDs00208908,ChEMBL,CHEMBL1201179,LAPATINIB DITOSYLATE,4,Small molecule,2007,Receptor protein-tyrosine kinase erbB-2 inhibitor,INHIBITOR,Lapatinib ditosylate | Lapatinib tosilate hydrate | Lapatinib ditoluenesulfonate monohydrate | Lapatinib | Lapatinib ditosylate monohydrate | GW-572016F | GW572016F | Tykerb
76,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00208908,9606.ENSP00000206249,0,0,700,885,964,CIDs00208908,ChEMBL,CHEMBL1201179,LAPATINIB DITOSYLATE,4,Small molecule,2007,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR,Lapatinib ditosylate | Lapatinib tosilate hydrate | Lapatinib ditoluenesulfonate monohydrate | Lapatinib | Lapatinib ditosylate monohydrate | GW-572016F | GW572016F | Tykerb
77,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00179337,9606.ENSP00000206249,613,0,700,859,982,CIDs00179337,ChEMBL,CHEMBL226267,ARZOXIFENE,3,Small molecule,NA,Estrogen receptor modulator,MODULATOR,Arzoxifene | LY353381
78,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00148191,9606.ENSP00000206249,0,0,700,136,733,CIDs06918289,ChEMBL,CHEMBL1201182,TEMSIROLIMUS,4,Small molecule,2007,FK506-binding protein 1A inhibitor,INHIBITOR,Temsirolimus | CCI-779 | Torisel
79,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00148127,9606.ENSP00000206249,0,0,800,169,828,CIDs03036505,ChEMBL,CHEMBL2105395,OSPEMIFENE,4,Small molecule,2013,Estrogen receptor modulator,MODULATOR,Ospemifene | FC-1271 | FC-1271A | Osphena | Senshio
80,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00123631,9606.ENSP00000206249,0,0,700,214,757,CIDs00123631,ChEMBL,CHEMBL939,GEFITINIB,4,Small molecule,2003,Epidermal growth factor receptor erbB1 inhibitor,INHIBITOR,Gefitinib | Iressa | ZD-1839 | ZD1839
81,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00104741,9606.ENSP00000206249,826,0,900,958,999,CIDs00104741,ChEMBL,CHEMBL1358,FULVESTRANT,4,Small molecule,2002,Estrogen receptor antagonist,ANTAGONIST,Fulvestrant | Faslodex | ICI 182,780 | ICI-182780 | ZD-9238 | ZD9238
82,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00093860,9606.ENSP00000206249,0,0,700,819,944,CIDs00387447,ChEMBL,CHEMBL325041,BORTEZOMIB,4,Small molecule,2003,26S proteosome inhibitor,INHIBITOR,Bortezomib | Bortezomib hydrate | Velcade | LDP-341 | NSC-681239 | PS-341
83,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00091469,9606.ENSP00000206249,0,0,700,457,832,CIDs00091469,ChEMBL,CHEMBL198877,AUS-131,2,Small molecule,NA,Estrogen receptor beta agonist,AGONIST,(S)-Equol | Aus-131
84,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00068873,9606.ENSP00000206249,0,0,800,0,800,CIDs00068873,ChEMBL,CHEMBL1509,DROSPIRENONE,4,Small molecule,2001,Mineralocorticoid receptor antagonist,ANTAGONIST,Drospirenone | ZK 30595 | ZK-30595 | Angeliq | Slynd
85,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00068873,9606.ENSP00000206249,0,0,800,0,800,CIDs00068873,ChEMBL,CHEMBL1509,DROSPIRENONE,4,Small molecule,2001,Progesterone receptor agonist,AGONIST,Drospirenone | ZK 30595 | ZK-30595 | Angeliq | Slynd
86,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00063062,9606.ENSP00000206249,960,0,800,936,999,CIDs00449459,ChEMBL,CHEMBL489,AFIMOXIFENE,3,Small molecule,NA,Estrogen receptor modulator,MODULATOR,4-Hydroxytamoxifen | Afimoxifene | 4-OHT | Tamogel
87,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00063062,9606.ENSP00000206249,960,0,800,936,999,CIDs00449459,ChEMBL,CHEMBL489,AFIMOXIFENE,3,Small molecule,NA,Estrogen-related receptor gamma antagonist,ANTAGONIST,4-Hydroxytamoxifen | Afimoxifene | 4-OHT | Tamogel
88,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00040976,9606.ENSP00000206249,0,0,800,0,800,CIDs06917715,ChEMBL,CHEMBL1531,ETONOGESTREL,4,Small molecule,2001,Progesterone receptor agonist,AGONIST,Etonogestrel | Implanon | ORG 3236 | ORG-3236 | Nexplanon
89,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00040973,9606.ENSP00000206249,0,0,800,0,800,CIDs00040973,ChEMBL,CHEMBL1533,DESOGESTREL,4,Small molecule,1992,Progesterone receptor agonist,AGONIST,Desogestrel | ORG 2969 | ORG-2969 | Aizea | Cerazette | Cerelle | Desomono | Feanolla | Nacrez | Zelleta
90,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00040159,9606.ENSP00000206249,0,0,700,0,700,CIDs00040326,ChEMBL,CHEMBL1525,PERMETHRIN,4,Small molecule,1986,Voltage-sensitive sodium channel blocker,BLOCKER,Permethrin | Elimite | Lyclear | Lythrin
91,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00037083,9606.ENSP00000206249,0,0,800,0,800,CIDs06540478,ChEMBL,CHEMBL1200934,NORGESTIMATE,4,Small molecule,1989,Progesterone receptor agonist,AGONIST,Norgestimate | Dexnorgestrel acetime | ORF 10131 | ORF-10131 | RWJ 10131 | RWJ-10131
92,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00016886,9606.ENSP00000206249,0,0,700,831,947,CIDs00451668,ChEMBL,CHEMBL1201129,DECITABINE,4,Small molecule,2006,DNA (cytosine-5)-methyltransferase 3A inhibitor,INHIBITOR,Decitabine | DAC | NSC-127716 | Dacogen
93,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00016886,9606.ENSP00000206249,0,0,700,831,947,CIDs00451668,ChEMBL,CHEMBL1201129,DECITABINE,4,Small molecule,2006,DNA (cytosine-5)-methyltransferase 1 inhibitor,INHIBITOR,Decitabine | DAC | NSC-127716 | Dacogen
94,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00016886,9606.ENSP00000206249,0,0,700,831,947,CIDs00451668,ChEMBL,CHEMBL1201129,DECITABINE,4,Small molecule,2006,DNA inhibitor,INHIBITOR,Decitabine | DAC | NSC-127716 | Dacogen
95,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00011289,9606.ENSP00000206249,0,0,800,174,829,CIDs00011289,ChEMBL,CHEMBL1200761,CHLOROTRIANISENE,4,Small molecule,1982,Estrogen receptor beta modulator,MODULATOR,Chlorotrianisene | Chlortrianisestrol | Trianisestrol | NSC-10108 | Tace
96,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00005516,9606.ENSP00000206249,0,450,900,377,963,CIDs03005572,ChEMBL,CHEMBL1200675,TOREMIFENE CITRATE,4,Small molecule,1997,Estrogen receptor modulator,MODULATOR,Toremifene citrate | FC-1157A | NSC-613680 | Fareston
97,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00005408,9606.ENSP00000206249,369,0,700,936,987,CIDs00006013,ChEMBL,CHEMBL386630,TESTOSTERONE,4,Small molecule,1972,Androgen Receptor agonist,AGONIST,Testosterone | Delatestryl | NSC-9700 | TESTIM | Androderm | Androgel | Androgel 1% | Andropatch | Axiron | Fortesta | Intrinsa | Natesto | Striant | Striant sr | Testim | Testim 1% | Testoderm | Testoderm tts | Testogel | Testopatch | Testopel | Testoral | Tostran | Vogelxo | Testosterone ciii
98,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00005376,9606.ENSP00000206249,909,0,900,985,999,CIDs02733525,ChEMBL,CHEMBL786,TAMOXIFEN CITRATE,4,Small molecule,1977,Estrogen receptor alpha modulator,MODULATOR,Tamoxifen citrate | I.C.I.46474 CITRATE | ICI 46,474 | ICI-46474 | Emblon | Fentamox 10 | Fentamox 20 | Kentadex | Kessar | Kessar 10 | Kessar 20 | Noltam | Nolvadex | Nolvadex d | Nolvadex fte | Oestrifen-10 | Oestrifen-20 | Oestrifen-40 | Soltamox | Tamofen | Zynoplex
99,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00005311,9606.ENSP00000206249,0,0,700,122,728,CIDs00005311,ChEMBL,CHEMBL98,VORINOSTAT,4,Small molecule,2006,Histone deacetylase 1 inhibitor,INHIBITOR,Vorinostat | MK-0683 | MK0683 | Zolinza
100,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00005311,9606.ENSP00000206249,0,0,700,122,728,CIDs00005311,ChEMBL,CHEMBL98,VORINOSTAT,4,Small molecule,2006,Histone deacetylase 3 inhibitor,INHIBITOR,Vorinostat | MK-0683 | MK0683 | Zolinza
101,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00005311,9606.ENSP00000206249,0,0,700,122,728,CIDs00005311,ChEMBL,CHEMBL98,VORINOSTAT,4,Small molecule,2006,Histone deacetylase 6 inhibitor,INHIBITOR,Vorinostat | MK-0683 | MK0683 | Zolinza
102,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00005311,9606.ENSP00000206249,0,0,700,122,728,CIDs00005311,ChEMBL,CHEMBL98,VORINOSTAT,4,Small molecule,2006,Histone deacetylase 2 inhibitor,INHIBITOR,Vorinostat | MK-0683 | MK0683 | Zolinza
103,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00005035,9606.ENSP00000206249,976,0,900,960,999,CIDs00005035,ChEMBL,CHEMBL1116,RALOXIFENE HYDROCHLORIDE,4,Small molecule,1997,Estrogen receptor beta modulator,MODULATOR,Raloxifene hydrochloride | Keoxifene hydrochloride | LY-156758 | LY156758 | Evirex | Evista | Optruma | Ostiral | Razylan
104,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004920,9606.ENSP00000206249,441,0,800,964,995,CIDs00005994,ChEMBL,CHEMBL103,PROGESTERONE,4,Small molecule,1976,Progesterone receptor agonist,AGONIST,Progesterone | NSC-64377 | NSC-9704 | U 3672 | Crinone | Cyclogest | Endometrin | Gesterol | Lutigest | Milprosa | Prochieve | Progesta-care | Progestasert | Progestin | Prometrium | Regumate | Serenity for women | Syngestrone | Utrogestan
105,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004542,9606.ENSP00000206249,505,105,800,165,919,CIDs00013109,ChEMBL,CHEMBL1389,LEVONORGESTREL,4,Small molecule,1982,Progesterone receptor agonist,AGONIST,Levonorgestrel | Norgestrel (-)-form | BAY86-5028 | WY-5104 | Athentia next | Emerres | Emerres una | Ezinelle | Fallback solo | Her style | Isteranda | Jadelle | Jaydess | Kyleena | Levonelle | Levonelle one step | Levonelle-2 | Levosert | Liletta | Microval | Mirena | Norgeston | Norplant | Norplant Ii | Norplant System | Opcicon one-step | Ovrette | Plan B | Plan b one-step | Postinor-2 | Skyla | Upostelle
106,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004542,9606.ENSP00000206249,505,105,800,165,919,CIDs16051930,ChEMBL,CHEMBL2107797,NORGESTREL,4,Small molecule,1968,Progesterone receptor agonist,AGONIST,Norgestrel | Prefest | Previfem | Sprintec | Tri-Previfem | Tri-Sprintec | FH-122A | SH-70850 | SH-850 | WY-3707 | Opill | Ovrette
107,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004425,9606.ENSP00000206249,0,0,800,800,958,CIDs05284596,ChEMBL,CHEMBL1718,NALOXONE HYDROCHLORIDE,4,Small molecule,1971,Opioid receptors; mu/kappa/delta antagonist,ANTAGONIST,Naloxone hydrochloride | EN-15304 | NIH 7890 | Evzio | Evzio (autoinjector) | Nalone | Naloxone | Narcan | Narcan neonatal | Narconil | Prenoxad
108,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004211,9606.ENSP00000206249,0,0,800,0,800,CIDs00004211,ChEMBL,CHEMBL1670,MITOTANE,4,Small molecule,1970,Cytochrome P450 11A1 inhibitor,INHIBITOR,Mitotane | O,p'-ddd | CB 313 | CB-313 | NSC-38721 | Lysodren | Opddd
109,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004211,9606.ENSP00000206249,0,0,800,0,800,CIDs00004211,ChEMBL,CHEMBL1670,MITOTANE,4,Small molecule,1970,Cytochrome P450 11B1 inhibitor,INHIBITOR,Mitotane | O,p'-ddd | CB 313 | CB-313 | NSC-38721 | Lysodren | Opddd
110,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004196,9606.ENSP00000206249,613,0,900,266,969,CIDs00055245,ChEMBL,CHEMBL1276308,MIFEPRISTONE,4,Small molecule,2000,Glucocorticoid receptor antagonist,ANTAGONIST,Mifepristone | RU 38486 | RU 486 | RU-38486 | RU-486 | RU486 | Korlym | Mifegyne | Mifeprex
111,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004196,9606.ENSP00000206249,613,0,900,266,969,CIDs00055245,ChEMBL,CHEMBL1276308,MIFEPRISTONE,4,Small molecule,2000,Progesterone receptor antagonist,ANTAGONIST,Mifepristone | RU 38486 | RU 486 | RU-38486 | RU-486 | RU486 | Korlym | Mifegyne | Mifeprex
112,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004080,9606.ENSP00000206249,713,0,800,0,941,CIDs00006291,ChEMBL,CHEMBL1201151,MESTRANOL,4,Small molecule,1961,Estrogen receptor alpha agonist,AGONIST,Mestranol | 33355 | EE3 ME
113,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004042,9606.ENSP00000206249,532,0,800,507,951,CIDs00006279,ChEMBL,CHEMBL717,MEDROXYPROGESTERONE ACETATE,4,Small molecule,1959,Progesterone receptor agonist,AGONIST,Medroxyprogesterone | Medroxyprogesterone acetate | Medroxyprogesterone 17-acetate | Amen | Medroxiprogesterone acetate | Prempro | Provera | NSC-21171 | NSC-26386 | TV-46046 | Adgyn medro | Climanor | Curretab | Cycrin | Depo-progevera | Depo-provera | Depo-provera oncology | Depo-subq provera 104 | Farlutal | Farlutal 100 | Farlutal 200 | Farlutal 250 | Farlutal 500 | Lunelle | Sayana press | Medroxyprogesterone Acetate
114,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00004004,9606.ENSP00000206249,0,0,700,0,700,CIDs00004004,ChEMBL,CHEMBL1200468,MALATHION,4,Small molecule,1982,Acetylcholinesterase inhibitor,INHIBITOR,Malathion | 8059HC | ENT 17,034 | ENT-17034 | NSC-6524 | OVIDE | Cythion | Derbac-m | Organoderm | Ovide | Prioderm | Quellada-m | Suleo-m
115,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00003637,9606.ENSP00000206249,0,0,700,0,700,CIDs00003637,ChEMBL,CHEMBL542541,HYDRALAZINE HYDROCHLORIDE,4,Small molecule,1953,Unknown,NA,Hydralazine hydrochloride | MC-1101 | NSC-89394 | Apresoline | Dralzine
116,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00003416,9606.ENSP00000206249,0,0,800,0,800,CIDs03032325,ChEMBL,CHEMBL1200598,DIETHYLSTILBESTROL DIPHOSPHATE,4,Small molecule,1982,Estrogen receptor agonist,AGONIST,Fosfestrol | Diethylstilbestrol diphosphate | Stilphostrol
117,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00003397,9606.ENSP00000206249,0,0,900,437,942,CIDs00003397,ChEMBL,CHEMBL806,FLUTAMIDE,4,Small molecule,1989,Androgen Receptor antagonist,ANTAGONIST,Flutamide | NSC-215876 | SCH 13521 | SCH-13521 | Chimax | Drogenil | Eulexin
118,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00003387,9606.ENSP00000206249,0,216,800,0,838,CIDs00006446,ChEMBL,CHEMBL1445,FLUOXYMESTERONE,4,Small molecule,1956,Androgen Receptor agonist,AGONIST,Fluoxymesterone | Fluoximesterone | NSC-10704 | NSC-12165 | Android-f | Androxy | Halotestin | Ora-testryl | Fluoxymesterone ciii
119,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00003304,9606.ENSP00000206249,351,0,800,0,866,CIDs00009270,ChEMBL,CHEMBL1200624,ETHYNODIOL DIACETATE,4,Small molecule,1966,Progesterone receptor agonist,AGONIST,Etynodiol | Etynodiol diacetate | Ethynodiol diacetate | Etynodiol acetate | SC 11800 | SC-11800 | Femulen
120,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00003285,9606.ENSP00000206249,935,0,900,320,995,CIDs00005991,ChEMBL,CHEMBL691,ETHINYL ESTRADIOL,4,Small molecule,2001,Estrogen receptor alpha agonist,AGONIST,Ethinylestradiol | Ethinyl estradiol | Enovid | Enovid-E | Ethinyloestradiol | Ethynylestradiol | Ginestrene | Norinyl | Ovulen | Ovulen-21 | Ovulen-28 | NSC-10973 | Estinyl | Etinestryl | Feminone | Follicoral | Lynoral | Ethinyl Estradiol
121,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00003269,9606.ENSP00000206249,829,0,800,400,978,CIDs00005756,ChEMBL,CHEMBL193482,ESTRIOL,4,Small molecule,NA,Estrogen receptor modulator,MODULATOR,Estriol | Estriol succinate | Estriol acetate benzoate | Estriol propionate | Oestriol | 16.ALPHA.-HYDROXYESTRADIOL | NSC-12169 | Gynest | Ortho-gynest | Ovestin | Theelol
122,ESR1,ENSG00000091831,ENSP00000206249,protein_coding,CIDm00003121,9606.ENSP00000206249,0,0,700,122,728,CIDs00003121,ChEMBL,CHEMBL109,VALPROIC ACID,4,Small molecule,1978,Succinate semialdehyde dehydrogenase inhibitor,INHIBITOR,Valproic acid | 44089 | NSC-93819 | Convulex | Depakene | Depakote | Stavzor
